order_item_id,order_id,product_id,quantity,unit_price
100,45,45,2,8700
101,45,41,1,1900
102,45,43,3,1600
103,46,10,2,4200
104,46,33,1,2700
105,46,50,3,11300
106,46,22,2,13900
107,47,49,1,2500
108,47,73,1,5300
109,47,18,1,2300
110,47,72,3,6900
111,48,48,2,5500
112,48,64,1,3100
113,48,1,3,2200
114,49,76,2,5400
115,50,18,2,2300
116,50,8,3,1700
117,50,2,3,1200
118,51,3,2,2600
119,51,52,3,7500
120,51,48,1,5500
121,52,23,3,19300
122,52,28,1,1900
123,52,50,3,11300
124,52,15,1,1800
125,53,51,2,6800
126,53,49,3,2500
127,53,5,1,2300
128,54,58,3,3300
129,54,47,1,1800
130,55,47,2,1800
131,56,3,1,2600
132,56,49,1,2500
133,57,25,3,14000
134,58,79,3,7000
135,58,27,2,400
136,59,62,3,2700
137,59,28,1,1900
138,59,30,3,1000
139,60,60,2,2000
140,60,19,2,4100
141,60,11,3,1400
142,61,52,3,7500
143,61,65,1,3400
144,61,10,1,4200
145,61,23,2,19300
146,62,45,1,8700
147,62,2,3,1200
148,62,44,1,6700
149,62,40,2,1400
150,63,26,3,18600
151,63,12,1,2900
152,63,35,1,1400
153,63,39,2,2200
154,64,14,3,7300
155,65,60,1,2000
156,65,33,2,2700
157,65,75,3,6000
158,66,59,2,2200
159,66,10,2,4200
160,66,37,2,1300
161,67,12,2,2900
162,67,61,3,900
163,68,70,3,6900
164,68,4,1,2100
165,68,32,2,800
166,68,46,2,2500
167,69,33,2,2700
168,69,55,1,1200
169,70,51,1,6800
170,70,27,3,400
171,70,45,1,8700
172,70,61,1,900
173,71,50,1,11300
174,71,13,1,11900
175,72,24,2,1800
176,72,23,3,19300
177,73,37,1,1300
178,73,6,1,5000
179,74,57,2,800
180,74,54,2,1100
181,74,36,3,1400
182,75,76,3,5400
183,76,18,1,2300
184,76,66,3,1400
185,77,14,1,7300
186,77,62,3,2700
187,77,23,1,19300
188,77,34,3,2500
189,78,78,3,6500
190,78,77,3,4000
191,78,54,1,1100
192,79,39,2,2200
193,79,70,3,6900
194,79,51,2,6800
195,79,16,3,3600
196,80,70,2,6900
197,80,6,3,5000
198,81,50,3,11300
199,81,2,3,1200
200,81,77,1,4000
201,82,29,1,900
202,82,65,2,3400
203,82,33,2,2700
204,83,73,2,5300
205,83,43,3,1600
206,84,68,2,6400
207,85,15,3,1800
208,86,43,2,1600
209,87,13,1,11900
210,87,4,3,2100
211,87,3,2,2600
212,87,5,2,2300
213,88,7,1,2700
214,88,28,2,1900
215,89,47,3,1800
216,89,30,1,1000
217,90,44,1,6700
218,91,9,1,4600
219,91,20,3,19800
220,91,57,2,800
221,91,10,2,4200
222,92,80,2,4800
223,92,4,2,2100
224,93,9,1,4600
225,94,29,1,900
226,94,61,1,900
227,95,60,1,2000
228,95,42,3,8000
229,95,15,3,1800
230,95,5,2,2300
231,96,3,1,2600
232,96,55,1,1200
233,96,28,2,1900
234,96,19,3,4100
235,97,3,2,2600
236,97,9,2,4600
237,97,4,2,2100
238,97,5,1,2300
239,98,27,2,400
240,98,29,2,900
241,98,26,1,18600
242,99,61,2,900
243,99,75,3,6000
244,100,72,1,6900
245,100,34,3,2500
246,101,10,2,4200
247,101,42,2,8000
248,101,48,2,5500
249,101,35,2,1400
250,102,55,2,1200
251,102,28,1,1900
252,102,45,2,8700
253,102,30,2,1000
254,103,32,3,800
255,104,63,2,3600
256,104,28,1,1900
257,104,42,3,8000
258,104,18,3,2300
259,105,10,2,4200
260,105,20,2,19800
261,105,55,1,1200
262,106,5,2,2300
263,106,22,3,13900
264,106,7,1,2700
265,106,29,3,900
266,107,13,2,11900
267,107,5,1,2300
268,107,64,1,3100
269,107,54,1,1100
270,108,73,1,5300
271,108,75,3,6000
272,109,37,2,1300
273,109,72,2,6900
274,109,65,1,3400
275,109,22,1,13900
276,110,14,1,7300
277,110,12,2,2900
278,111,8,1,1700
279,112,9,2,4600
280,113,5,3,2300
281,113,9,1,4600
282,113,16,1,3600
283,114,2,3,1200
284,114,44,3,6700
285,114,1,1,2200
286,115,39,1,2200
287,115,3,3,2600
288,116,60,2,2000
289,117,40,3,1400
290,117,46,1,2500
291,117,78,2,6500
292,118,50,3,11300
293,118,22,2,13900
294,118,71,3,4000
295,119,59,1,2200
296,119,69,3,2800
297,119,47,3,1800
298,119,78,1,6500
299,120,12,3,2900
300,121,71,3,4000
301,121,17,2,12600
302,121,41,1,1900
303,122,5,3,2300
304,122,24,1,1800
305,122,6,1,5000
306,123,2,2,1200
307,123,68,2,6400
308,123,31,3,2500
309,124,66,3,1400
310,124,4,1,2100
311,124,62,3,2700
312,125,25,1,14000
313,126,38,1,300
314,126,27,1,400
315,127,71,2,4000
316,127,7,1,2700
317,127,19,2,4100
318,128,64,1,3100
319,129,45,1,8700
320,129,28,1,1900
321,129,24,2,1800
322,129,44,1,6700
323,130,58,1,3300
324,130,47,3,1800
325,130,22,1,13900
326,130,60,1,2000
327,131,43,2,1600
328,132,67,3,3000
329,132,14,2,7300
330,132,26,3,18600
331,132,60,3,2000
332,133,22,1,13900
333,133,38,3,300
334,133,57,3,800
335,134,21,3,2100
336,134,49,1,2500
337,135,53,2,3500
338,135,69,2,2800
339,136,78,3,6500
340,136,58,3,3300
341,137,80,1,4800
342,137,49,3,2500
343,137,41,1,1900
344,138,53,3,3500
345,138,30,1,1000
346,138,60,1,2000
347,138,34,2,2500
348,139,44,2,6700
349,139,67,2,3000
350,139,12,2,2900
351,140,26,1,18600
352,140,29,2,900
353,140,64,3,3100
354,141,17,3,12600
355,141,14,3,7300
356,141,66,1,1400
357,142,75,3,6000
358,143,23,1,19300
359,143,56,3,3900
360,143,70,1,6900
361,143,65,1,3400
362,144,79,1,7000
363,144,48,3,5500
364,144,2,1,1200
365,145,48,3,5500
366,146,20,1,19800
367,146,54,1,1100
368,147,16,3,3600
369,147,76,2,5400
370,147,10,3,4200
371,147,35,3,1400
372,148,63,2,3600
373,148,44,2,6700
374,148,34,1,2500
375,149,55,1,1200
376,150,22,2,13900
377,150,15,3,1800
378,151,12,3,2900
379,152,1,2,2200
380,153,51,2,6800
381,153,44,1,6700
382,153,65,2,3400
383,154,48,1,5500
384,154,68,2,6400
385,155,23,3,19300
386,155,7,1,2700
387,156,20,1,19800
388,156,41,3,1900
389,157,24,2,1800
390,157,48,2,5500
391,158,48,1,5500
392,159,20,2,19800
393,159,4,1,2100
394,159,14,3,7300
395,159,7,2,2700
396,160,63,3,3600
397,160,1,1,2200
398,161,9,3,4600
399,161,35,1,1400
400,162,34,3,2500
401,162,58,2,3300
402,163,42,3,8000
403,163,41,1,1900
404,163,45,2,8700
405,163,55,2,1200
406,164,80,1,4800
407,164,58,1,3300
408,164,49,1,2500
409,164,16,3,3600
410,165,49,3,2500
411,166,42,1,8000
412,167,41,2,1900
413,167,31,1,2500
414,167,47,2,1800
415,167,12,1,2900
416,168,59,3,2200
417,168,19,1,4100
418,168,60,3,2000
419,168,67,1,3000
420,169,22,3,13900
421,169,35,1,1400
422,169,73,2,5300
423,170,46,3,2500
424,170,16,3,3600
425,170,28,2,1900
426,170,38,2,300
427,171,39,1,2200
428,171,32,3,800
429,171,3,3,2600
430,171,4,2,2100
431,172,1,2,2200
432,172,45,3,8700
433,172,37,3,1300
434,172,19,1,4100
435,173,38,2,300
436,173,31,3,2500
437,173,14,1,7300
438,174,16,2,3600
439,174,56,2,3900
440,175,39,1,2200
441,175,34,2,2500
442,175,55,2,1200
443,176,48,1,5500
444,176,13,3,11900
445,177,22,1,13900
446,178,46,2,2500
447,178,37,3,1300
448,178,75,3,6000
449,178,34,1,2500
450,179,56,2,3900
451,179,3,3,2600
452,180,41,2,1900
453,180,62,1,2700
454,180,50,3,11300
455,181,24,3,1800
456,181,50,3,11300
457,181,72,1,6900
458,182,52,3,7500
459,182,15,3,1800
460,182,18,1,2300
461,182,64,3,3100
462,183,41,1,1900
463,183,20,2,19800
464,183,48,3,5500
465,184,36,2,1400
466,184,12,2,2900
467,184,34,2,2500
468,185,14,1,7300
469,185,17,3,12600
470,186,55,3,1200
471,186,79,3,7000
472,186,31,1,2500
473,186,28,2,1900
474,187,21,1,2100
475,187,32,2,800
476,188,28,1,1900
477,189,25,1,14000
478,190,56,2,3900
479,190,33,3,2700
480,190,52,1,7500
481,191,54,2,1100
482,192,50,3,11300
483,193,44,2,6700
484,194,41,1,1900
485,194,16,3,3600
486,195,41,3,1900
487,195,16,3,3600
488,195,25,3,14000
489,196,17,1,12600
490,196,24,2,1800
491,196,32,3,800
492,196,61,3,900
493,197,23,1,19300
494,198,45,3,8700
495,198,7,1,2700
496,198,12,3,2900
497,199,71,3,4000
498,200,20,3,19800
499,201,66,3,1400
500,201,21,3,2100
501,202,46,2,2500
502,202,20,3,19800
503,203,54,2,1100
504,203,18,1,2300
505,204,24,3,1800
506,204,11,1,1400
507,204,45,3,8700
508,205,23,3,19300
509,206,80,3,4800
510,206,12,2,2900
511,206,70,2,6900
512,206,76,2,5400
513,207,33,2,2700
514,208,69,3,2800
515,208,6,2,5000
516,208,68,2,6400
517,208,31,3,2500
518,209,72,2,6900
519,209,27,3,400
520,209,14,2,7300
521,210,6,2,5000
522,210,7,2,2700
523,210,42,1,8000
524,210,37,3,1300
525,211,23,3,19300
526,212,76,1,5400
527,212,52,3,7500
528,213,54,1,1100
529,213,5,1,2300
530,214,2,2,1200
531,214,35,2,1400
532,215,54,1,1100
533,216,9,1,4600
534,216,56,2,3900
535,216,21,2,2100
536,216,29,3,900
537,217,11,2,1400
538,217,21,2,2100
539,217,35,1,1400
540,218,35,2,1400
541,219,5,1,2300
542,219,77,2,4000
543,219,65,2,3400
544,220,35,1,1400
545,220,55,2,1200
546,220,63,1,3600
547,221,4,3,2100
548,222,78,2,6500
549,223,59,1,2200
550,223,9,3,4600
551,223,19,2,4100
552,224,33,3,2700
553,224,47,3,1800
554,225,17,3,12600
555,225,56,1,3900
556,225,43,1,1600
557,226,34,1,2500
558,226,36,3,1400
559,226,47,1,1800
560,227,10,2,4200
561,228,73,1,5300
562,228,4,3,2100
563,228,76,3,5400
564,229,33,3,2700
565,229,70,3,6900
566,229,13,1,11900
567,230,75,3,6000
568,230,72,3,6900
569,231,57,3,800
570,231,74,2,7500
571,232,31,2,2500
572,233,58,3,3300
573,233,61,2,900
574,233,9,2,4600
575,233,10,1,4200
576,234,10,1,4200
577,234,27,2,400
578,235,37,2,1300
579,235,25,1,14000
580,236,60,3,2000
581,237,71,2,4000
582,237,20,1,19800
583,238,41,2,1900
584,238,47,1,1800
585,238,62,1,2700
586,239,24,3,1800
587,239,56,2,3900
588,240,32,3,800
589,240,12,2,2900
590,240,53,2,3500
591,240,54,1,1100
592,241,58,3,3300
593,242,76,2,5400
594,242,58,1,3300
595,242,63,3,3600
596,242,28,1,1900
597,243,16,1,3600
598,243,44,3,6700
599,244,76,2,5400
600,244,67,2,3000
601,245,77,1,4000
602,245,59,2,2200
603,245,80,3,4800
604,246,5,3,2300
605,246,26,3,18600
606,247,38,2,300
607,247,48,3,5500
608,247,8,1,1700
609,247,52,3,7500
610,248,57,1,800
611,249,6,3,5000
612,249,39,3,2200
613,249,78,3,6500
614,250,13,3,11900
615,250,33,2,2700
616,250,67,3,3000
617,250,10,2,4200
618,251,41,2,1900
619,251,32,2,800
620,251,1,1,2200
621,252,77,2,4000
622,252,49,2,2500
623,253,22,2,13900
624,253,66,1,1400
625,254,55,3,1200
626,255,45,2,8700
627,255,71,3,4000
628,255,4,3,2100
629,256,10,2,4200
630,257,43,3,1600
631,257,19,3,4100
632,257,21,1,2100
633,258,22,2,13900
634,258,18,1,2300
635,258,7,1,2700
636,258,41,3,1900
637,259,27,3,400
638,259,39,1,2200
639,259,58,1,3300
640,260,16,2,3600
641,261,57,3,800
642,262,19,1,4100
643,262,76,3,5400
644,262,40,1,1400
645,263,53,1,3500
646,263,35,3,1400
647,264,79,2,7000
648,264,23,2,19300
649,264,78,3,6500
650,265,11,2,1400
651,266,3,2,2600
652,266,7,2,2700
653,266,57,3,800
654,267,72,3,6900
655,267,25,2,14000
656,267,31,3,2500
657,268,45,3,8700
658,268,1,3,2200
659,268,57,1,800
660,269,52,2,7500
661,269,23,3,19300
662,269,67,1,3000
663,270,24,3,1800
664,270,80,3,4800
665,270,32,2,800
666,270,37,3,1300
667,271,13,3,11900
668,271,41,2,1900
669,271,57,1,800
670,272,39,3,2200
671,272,20,2,19800
672,273,35,3,1400
673,273,7,3,2700
674,273,36,1,1400
675,273,6,3,5000
676,274,79,1,7000
677,275,34,1,2500
678,275,60,2,2000
679,275,22,3,13900
680,275,36,3,1400
681,276,39,2,2200
682,277,67,2,3000
683,277,48,3,5500
684,277,68,2,6400
685,278,43,3,1600
686,278,16,1,3600
687,279,9,2,4600
688,279,43,1,1600
689,279,51,1,6800
690,280,79,1,7000
691,280,40,1,1400
692,280,4,3,2100
693,280,55,2,1200
694,281,15,3,1800
695,281,70,1,6900
696,282,77,2,4000
697,282,2,2,1200
698,282,43,1,1600
699,283,4,1,2100
700,283,23,1,19300
701,283,69,3,2800
702,283,67,2,3000
703,284,19,2,4100
704,284,40,3,1400
705,284,64,1,3100
706,284,51,2,6800
707,285,41,3,1900
708,286,16,2,3600
709,286,7,2,2700
710,286,9,3,4600
711,286,73,3,5300
712,287,75,3,6000
713,287,50,1,11300
714,287,18,2,2300
715,287,15,2,1800
716,288,21,3,2100
717,288,46,2,2500
718,289,9,2,4600
719,289,16,1,3600
720,290,18,3,2300
721,290,14,3,7300
722,290,72,1,6900
723,290,64,2,3100
724,291,67,2,3000
725,292,74,3,7500
726,293,48,3,5500
727,294,67,2,3000
728,295,2,2,1200
729,295,47,1,1800
730,295,13,2,11900
731,295,26,3,18600
732,296,71,2,4000
733,296,60,1,2000
734,296,58,3,3300
735,297,76,3,5400
736,298,65,1,3400
737,298,55,2,1200
738,298,25,1,14000
739,298,19,1,4100
740,299,48,2,5500
741,299,38,2,300
742,299,50,1,11300
743,299,25,3,14000
744,300,61,3,900
745,301,80,2,4800
746,301,30,1,1000
747,302,2,2,1200
748,302,8,1,1700
749,302,28,3,1900
750,303,16,2,3600
751,303,60,2,2000
752,304,2,2,1200
753,305,51,2,6800
754,306,45,1,8700
755,306,12,1,2900
756,306,66,1,1400
757,307,34,1,2500
758,307,76,1,5400
759,308,44,3,6700
760,309,3,3,2600
761,309,63,3,3600
762,309,66,2,1400
763,309,48,2,5500
764,310,29,1,900
765,310,72,2,6900
766,310,26,2,18600
767,311,63,3,3600
768,311,32,2,800
769,312,64,1,3100
770,313,80,3,4800
771,313,64,2,3100
772,313,40,2,1400
773,314,45,3,8700
774,315,27,2,400
775,315,66,2,1400
776,316,39,1,2200
777,316,3,1,2600
778,316,54,1,1100
779,317,24,1,1800
780,317,49,1,2500
781,317,57,3,800
782,317,5,3,2300
783,318,55,3,1200
784,318,45,1,8700
785,318,69,1,2800
786,318,36,1,1400
787,319,42,3,8000
788,319,71,2,4000
789,319,55,1,1200
790,320,26,3,18600
791,320,55,3,1200
792,321,23,2,19300
793,321,73,1,5300
794,321,13,2,11900
795,321,29,3,900
796,322,69,1,2800
797,322,30,3,1000
798,322,43,3,1600
799,322,57,3,800
800,323,42,1,8000
801,323,44,2,6700
802,323,28,2,1900
803,324,26,1,18600
804,324,2,3,1200
805,324,66,1,1400
806,325,17,3,12600
807,325,76,2,5400
808,325,63,2,3600
809,326,17,2,12600
810,326,49,3,2500
811,326,34,2,2500
812,327,67,3,3000
813,327,39,2,2200
814,328,80,1,4800
815,328,55,3,1200
816,329,64,2,3100
817,329,74,3,7500
818,329,71,2,4000
819,330,29,1,900
820,330,41,3,1900
821,330,59,3,2200
822,331,66,2,1400
823,331,49,1,2500
824,332,22,1,13900
825,332,75,2,6000
826,333,11,1,1400
827,334,64,1,3100
828,334,42,3,8000
829,334,73,2,5300
830,335,50,3,11300
831,336,33,1,2700
832,336,51,1,6800
833,336,40,2,1400
834,337,34,1,2500
835,337,26,1,18600
836,337,6,3,5000
837,337,30,1,1000
838,338,2,3,1200
839,338,27,1,400
840,338,35,3,1400
841,339,40,3,1400
842,339,12,3,2900
843,339,54,3,1100
844,340,8,2,1700
845,341,75,2,6000
846,342,20,2,19800
847,342,79,2,7000
848,343,17,2,12600
849,343,72,2,6900
850,344,19,3,4100
851,344,76,1,5400
852,344,8,3,1700
853,345,2,3,1200
854,345,12,2,2900
855,345,77,3,4000
856,346,41,3,1900
857,347,3,1,2600
858,347,41,1,1900
859,348,9,1,4600
860,349,60,2,2000
861,349,33,2,2700
862,349,43,2,1600
863,349,77,3,4000
864,350,73,2,5300
865,350,54,1,1100
866,350,28,3,1900
867,351,51,2,6800
868,352,2,2,1200
869,352,28,3,1900
870,352,60,1,2000
871,352,50,1,11300
872,353,51,1,6800
873,353,29,3,900
874,354,35,1,1400
875,354,64,3,3100
876,355,63,3,3600
877,355,61,3,900
878,355,51,3,6800
879,355,72,2,6900
880,356,57,3,800
881,356,6,2,5000
882,357,63,3,3600
883,357,62,3,2700
884,357,67,2,3000
885,358,79,3,7000
886,358,18,2,2300
887,358,3,1,2600
888,359,62,3,2700
889,359,7,3,2700
890,359,46,3,2500
891,359,41,1,1900
892,360,20,2,19800
893,360,58,2,3300
894,361,7,1,2700
895,362,12,1,2900
896,362,38,3,300
897,363,46,2,2500
898,363,14,3,7300
899,363,54,3,1100
900,364,75,2,6000
901,364,54,1,1100
902,364,43,2,1600
903,365,76,3,5400
904,365,2,2,1200
905,365,45,2,8700
906,366,17,3,12600
907,366,64,2,3100
908,366,37,3,1300
909,367,61,3,900
910,367,19,3,4100
911,368,47,3,1800
912,368,40,1,1400
913,369,19,1,4100
914,369,3,3,2600
915,370,56,1,3900
916,370,42,3,8000
917,371,8,1,1700
918,372,32,2,800
919,372,27,2,400
920,372,76,1,5400
921,373,67,2,3000
922,374,18,3,2300
923,374,24,1,1800
924,374,31,1,2500
925,375,9,1,4600
926,375,25,3,14000
927,376,1,3,2200
928,376,4,1,2100
929,377,34,1,2500
930,378,53,3,3500
931,379,69,2,2800
932,379,1,1,2200
933,379,57,3,800
934,379,35,2,1400
935,380,62,1,2700
936,380,37,1,1300
937,380,55,2,1200
938,381,14,1,7300
939,381,21,3,2100
940,381,16,2,3600
941,382,7,3,2700
942,382,55,1,1200
943,382,74,3,7500
944,383,4,1,2100
945,383,20,1,19800
946,384,65,3,3400
947,384,20,3,19800
948,385,61,2,900
949,385,5,2,2300
950,386,49,1,2500
951,386,58,2,3300
952,386,6,1,5000
953,387,1,1,2200
954,387,8,3,1700
955,388,21,1,2100
956,389,15,2,1800
957,390,80,1,4800
958,390,47,2,1800
959,390,73,2,5300
960,390,43,1,1600
961,391,78,2,6500
962,391,39,2,2200
963,391,69,3,2800
964,391,12,2,2900
965,392,3,2,2600
966,392,73,2,5300
967,392,62,1,2700
968,393,78,3,6500
969,393,17,2,12600
970,393,38,1,300
971,394,22,1,13900
972,394,44,2,6700
973,395,70,3,6900
974,395,52,1,7500
975,395,13,3,11900
976,395,54,1,1100
977,396,43,1,1600
978,396,42,2,8000
979,396,47,1,1800
980,396,79,2,7000
981,397,10,3,4200
982,397,50,2,11300
983,397,40,3,1400
984,398,33,1,2700
985,398,62,2,2700
986,399,12,1,2900
987,399,48,3,5500
988,399,14,2,7300
989,399,62,2,2700
990,400,41,3,1900
991,400,19,1,4100
992,400,26,1,18600
993,401,37,1,1300
994,401,47,3,1800
995,402,67,3,3000
996,402,31,2,2500
997,402,35,2,1400
998,403,22,1,13900
999,404,60,2,2000
1000,404,50,1,11300
1001,404,80,2,4800
1002,405,39,2,2200
1003,405,3,1,2600
1004,405,77,3,4000
1005,406,76,1,5400
1006,406,31,1,2500
1007,406,70,1,6900
1008,406,59,2,2200
1009,407,74,3,7500
1010,408,27,3,400
1011,408,50,1,11300
1012,408,21,3,2100
1013,409,7,1,2700
1014,409,38,1,300
1015,410,65,1,3400
1016,410,1,1,2200
1017,410,10,3,4200
1018,411,74,2,7500
1019,411,6,1,5000
1020,411,44,2,6700
1021,411,65,1,3400
1022,412,60,1,2000
1023,412,13,2,11900
1024,412,50,3,11300
1025,412,4,3,2100
1026,413,80,2,4800
1027,414,17,3,12600
1028,414,28,3,1900
1029,414,16,2,3600
1030,414,6,1,5000
1031,415,1,3,2200
1032,415,32,3,800
1033,415,7,2,2700
1034,415,59,3,2200
1035,416,60,1,2000
1036,416,29,1,900
1037,416,40,3,1400
1038,417,72,3,6900
1039,418,46,3,2500
1040,419,26,2,18600
1041,419,56,2,3900
1042,420,73,3,5300
1043,420,21,2,2100
1044,420,30,3,1000
1045,420,57,1,800
1046,421,53,3,3500
1047,421,44,2,6700
1048,421,42,1,8000
1049,422,66,3,1400
1050,423,25,1,14000
1051,424,9,1,4600
1052,425,53,3,3500
1053,425,22,3,13900
1054,425,29,2,900
1055,426,73,3,5300
1056,426,1,3,2200
1057,427,22,3,13900
1058,427,21,1,2100
1059,428,35,1,1400
1060,428,17,3,12600
1061,428,4,1,2100
1062,429,6,3,5000
1063,429,77,3,4000
1064,430,72,1,6900
1065,431,65,1,3400
1066,431,46,1,2500
1067,431,31,1,2500
1068,432,52,1,7500
1069,432,80,1,4800
1070,432,33,2,2700
1071,432,79,1,7000
1072,433,4,2,2100
1073,434,38,2,300
1074,434,9,2,4600
1075,434,30,3,1000
1076,434,51,3,6800
1077,435,67,2,3000
1078,435,15,1,1800
1079,436,25,2,14000
1080,436,10,1,4200
1081,436,55,3,1200
1082,437,26,1,18600
1083,437,61,3,900
1084,437,52,3,7500
1085,438,16,3,3600
1086,438,12,3,2900
1087,439,23,3,19300
1088,439,60,3,2000
1089,439,9,2,4600
1090,439,42,1,8000
1091,440,45,2,8700
1092,440,69,3,2800
1093,440,18,1,2300
1094,441,2,1,1200
1095,442,20,2,19800
1096,443,16,2,3600
1097,443,64,1,3100
1098,444,11,2,1400
1099,444,67,2,3000
1100,444,45,2,8700
1101,445,1,2,2200
1102,445,49,3,2500
1103,446,2,1,1200
1104,446,48,1,5500
1105,447,57,1,800
1106,448,17,2,12600
1107,448,78,3,6500
1108,448,65,1,3400
1109,448,75,3,6000
1110,449,7,1,2700
1111,449,42,1,8000
1112,450,54,2,1100
1113,450,27,3,400
1114,450,38,2,300
1115,450,37,1,1300
1116,451,52,1,7500
1117,451,43,3,1600
1118,451,3,1,2600
1119,452,29,2,900
1120,452,20,1,19800
1121,452,74,3,7500
1122,452,16,1,3600
1123,453,70,3,6900
1124,453,45,1,8700
1125,453,43,2,1600
1126,454,70,2,6900
1127,454,1,2,2200
1128,454,42,1,8000
1129,454,79,2,7000
1130,455,5,3,2300
1131,455,49,1,2500
1132,456,26,3,18600
1133,457,16,2,3600
1134,457,75,3,6000
1135,458,60,1,2000
1136,458,64,1,3100
1137,458,55,1,1200
1138,459,65,3,3400
1139,460,48,3,5500
1140,460,33,1,2700
1141,460,2,1,1200
1142,461,59,2,2200
1143,461,39,3,2200
1144,462,41,3,1900
1145,462,61,2,900
1146,462,11,2,1400
1147,463,57,3,800
1148,463,13,2,11900
1149,463,4,2,2100
1150,464,9,1,4600
1151,464,14,3,7300
1152,464,16,1,3600
1153,465,46,2,2500
1154,466,15,2,1800
1155,466,39,3,2200
1156,466,25,3,14000
1157,466,57,2,800
1158,467,66,3,1400
1159,467,15,1,1800
1160,467,33,3,2700
1161,468,53,3,3500
1162,469,11,3,1400
1163,470,36,2,1400
1164,471,16,3,3600
1165,471,78,1,6500
1166,471,35,2,1400
1167,471,76,1,5400
1168,472,57,2,800
1169,472,33,1,2700
1170,472,59,1,2200
1171,473,19,1,4100
1172,473,22,2,13900
1173,473,54,1,1100
1174,474,30,1,1000
1175,474,61,3,900
1176,474,43,2,1600
1177,475,52,2,7500
1178,475,29,1,900
1179,475,53,2,3500
1180,475,38,3,300
1181,476,26,1,18600
1182,476,77,3,4000
1183,476,35,1,1400
1184,476,37,2,1300
1185,477,71,2,4000
1186,477,8,3,1700
1187,477,33,1,2700
1188,477,55,1,1200
1189,478,10,1,4200
1190,478,27,3,400
1191,478,21,1,2100
1192,478,59,2,2200
1193,479,38,1,300
1194,480,44,2,6700
1195,481,80,1,4800
1196,481,29,1,900
1197,481,74,1,7500
1198,482,24,1,1800
1199,482,19,3,4100
1200,483,39,1,2200
1201,483,34,3,2500
1202,484,38,3,300
1203,484,62,1,2700
1204,485,62,3,2700
1205,485,34,2,2500
1206,485,29,2,900
1207,486,26,3,18600
1208,487,50,1,11300
1209,487,35,1,1400
1210,487,16,1,3600
1211,488,5,2,2300
1212,488,30,3,1000
1213,488,28,1,1900
1214,488,49,3,2500
1215,489,34,2,2500
1216,489,27,3,400
1217,490,39,3,2200
1218,490,2,2,1200
1219,491,16,3,3600
1220,492,33,3,2700
1221,492,55,1,1200
1222,493,37,1,1300
1223,493,5,3,2300
1224,493,50,3,11300
1225,494,73,1,5300
1226,494,55,1,1200
1227,495,67,1,3000
1228,495,37,3,1300
1229,495,18,1,2300
1230,495,14,2,7300
1231,496,5,3,2300
1232,496,45,2,8700
1233,496,51,3,6800
1234,496,35,2,1400
1235,497,35,2,1400
1236,497,78,1,6500
1237,497,28,3,1900
1238,497,15,2,1800
1239,498,7,1,2700
1240,498,63,3,3600
1241,498,30,3,1000
1242,498,77,3,4000
1243,499,80,1,4800
1244,499,73,1,5300
1245,500,53,3,3500
1246,500,43,3,1600
1247,500,66,3,1400
1248,501,53,2,3500
1249,501,64,2,3100
1250,501,77,2,4000
1251,501,33,1,2700
1252,502,2,2,1200
1253,502,15,3,1800
1254,502,30,2,1000
